Distance_m,Latitude,Longitude,Altitude_m,Slope_percent
47400,-26.619318025751074,27.554230835259162,1499.0,-2.0
47500,-26.61889527896996,27.553651997358866,1497.0,-2.0
47600,-26.618472532188843,27.553073159458567,1495.0,1.0
47700,-26.618049785407727,27.55249432155827,1496.0,-2.0
47800,-26.617627038626612,27.551915483657975,1494.0,2.0
47900,-26.617204291845496,27.551336645757676,1496.0,-2.0
48000,-26.616781545064377,27.55075780785738,1494.0,3.0
48100,-26.61635879828326,27.550178969957084,1497.0,-2.0
48200,-26.615936051502146,27.549600132056785,1495.0,3.0
48300,-26.61551330472103,27.54902129415649,1498.0,0.0
48400,-26.615090557939915,27.54844245625619,1498.0,2.0
48500,-26.6146678111588,27.547863618355894,1500.0,1.0
48600,-26.614245064377684,27.5472847804556,1501.0,3.0
48700,-26.61382231759657,27.5467059425553,1504.0,2.0
48800,-26.613399570815453,27.546127104655003,1506.0,5.0
48900,-26.612976824034337,27.545548266754707,1511.0,0.0
49000,-26.61255407725322,27.544969428854408,1511.0,6.0
49100,-26.612131330472103,27.544390590954112,1517.0,1.0
49200,-26.611708583690987,27.543811753053813,1518.0,8.0
49300,-26.61128583690987,27.543232915153517,1526.0,0.0
49400,-26.610863090128756,27.54265407725322,1526.0,9.0
49500,-26.61044034334764,27.542075239352922,1535.0,12.0
49600,-26.610017596566525,27.541496401452626,1547.0,0.0
49700,-26.60959484978541,27.540917563552327,1547.0,7.000000000000001
49800,-26.609172103004294,27.54033872565203,1554.0,23.0
49900,-26.60874935622318,27.539759887751735,1577.0,4.0
50000,-26.60832660944206,27.539181049851436,1581.0,13.0
50100,-26.607903862660944,27.53860221195114,1594.0,15.0
50200,-26.60748111587983,27.538023374050844,1609.0,4.0
50300,-26.607058369098713,27.537444536150545,1613.0,5.0
50400,-26.606635622317597,27.53686569825025,1618.0,1.0
50500,-26.60621287553648,27.53628686034995,1619.0,1.0
50600,-26.605790128755366,27.535708022449654,1620.0,0.0
50700,-26.60536738197425,27.53512918454936,1620.0,1.0
50800,-26.604944635193135,27.53455034664906,1621.0,-3.0
50900,-26.60452188841202,27.533971508748763,1618.0,11.0
51000,-26.604099141630904,27.533392670848468,1629.0,-7.000000000000001
51100,-26.603676394849785,27.532813832948168,1622.0,4.0
51200,-26.60325364806867,27.532234995047872,1626.0,0.0
51300,-26.602830901287554,27.531656157147573,1626.0,20.0
51400,-26.60240815450644,27.531077319247277,1646.0,-2.0
51500,-26.601985407725323,27.53049848134698,1644.0,18.0
51600,-26.601562660944207,27.529919643446682,1662.0,0.0
51700,-26.60113991416309,27.529340805546386,1662.0,5.0
51800,-26.600717167381976,27.52876196764609,1667.0,-33.0
51900,-26.60029442060086,27.52818312974579,1634.0,-6.0
52000,-26.599871673819745,27.527604291845496,1628.0,-28.999999999999996
52100,-26.599448927038626,27.527025453945196,1599.0,22.0
52200,-26.59902618025751,27.5264466160449,1621.0,0.0
52300,-26.598603433476395,27.525867778144605,1621.0,10.0
52400,-26.59818068669528,27.525288940244305,1631.0,-6.0
52500,-26.597757939914164,27.52471010234401,1625.0,-2.0
52600,-26.59733519313305,27.52413126444371,1623.0,0.0
52700,-26.596912446351933,27.523552426543414,1623.0,-6.0
52800,-26.596489699570817,27.52297358864312,1617.0,-1.0
52900,-26.596066952789702,27.52239475074282,1616.0,26.0
53000,-26.595644206008586,27.521815912842523,1642.0,-2.0
53100,-26.595221459227467,27.521237074942228,1640.0,3.0
53200,-26.59479871244635,27.52065823704193,1643.0,0.0
53300,-26.594375965665236,27.520079399141633,1643.0,-12.0
53400,-26.59395321888412,27.519500561241333,1631.0,-21.0
53500,-26.593530472103005,27.518921723341037,1610.0,-44.0
53600,-26.59310772532189,27.51834288544074,1566.0,0.0
53700,-26.592684978540774,27.517764047540442,1566.0,-21.0
53800,-26.59226223175966,27.517185209640147,1545.0,-7.000000000000001
53900,-26.591839484978543,27.51660637173985,1538.0,0.0
54000,-26.591416738197427,27.51602753383955,1538.0,-8.0
54100,-26.59099399141631,27.515448695939256,1530.0,-8.0
54200,-26.590571244635193,27.514869858038956,1522.0,0.0
54300,-26.590148497854077,27.51429102013866,1522.0,-8.0
54400,-26.58972575107296,27.513712182238365,1514.0,-6.0
54500,-26.589303004291846,27.513133344338065,1508.0,0.0
54600,-26.58888025751073,27.51255450643777,1508.0,-6.0
54700,-26.588457510729615,27.511975668537474,1502.0,-7.000000000000001
54800,-26.5880347639485,27.511396830637175,1495.0,-7.000000000000001
54900,-26.587612017167384,27.51081799273688,1488.0,-3.0
55000,-26.58718927038627,27.51023915483658,1485.0,3.0
55100,-26.586766523605153,27.509660316936284,1488.0,-1.0
55200,-26.586343776824034,27.509081479035988,1487.0,0.0
55300,-26.58592103004292,27.50850264113569,1487.0,6.0
55400,-26.585498283261803,27.507923803235393,1493.0,1.0
55500,-26.585075536480687,27.507344965335093,1494.0,3.0
55600,-26.58465278969957,27.506766127434798,1497.0,2.0
55700,-26.584230042918456,27.506187289534502,1499.0,4.0
55800,-26.58380729613734,27.505608451634203,1503.0,0.0
55900,-26.583384549356225,27.505029613733907,1503.0,5.0
56000,-26.58296180257511,27.50445077583361,1508.0,5.0
56100,-26.582539055793994,27.50387193793331,1513.0,3.0
56200,-26.582116309012875,27.503293100033016,1516.0,0.0
56300,-26.58169356223176,27.502714262132717,1516.0,9.0
56400,-26.581270815450644,27.50213542423242,1525.0,8.0
56500,-26.58084806866953,27.501556586332125,1533.0,0.0
56600,-26.580425321888413,27.500977748431826,1533.0,9.0
56700,-26.580002575107297,27.50039891053153,1542.0,11.0
56800,-26.57957982832618,27.499820072631234,1553.0,0.0
56900,-26.579157081545066,27.499241234730935,1553.0,15.0
57000,-26.57873433476395,27.49866239683064,1568.0,17.0
57100,-26.578311587982835,27.49808355893034,1585.0,0.0
57200,-26.577888841201716,27.497504721030044,1585.0,23.0
57300,-26.5774660944206,27.496925883129748,1608.0,18.0
57400,-26.577043347639485,27.49634704522945,1626.0,-7.000000000000001
57500,-26.57662060085837,27.495768207329153,1619.0,0.0
57600,-26.576197854077254,27.495189369428857,1619.0,-5.0
57700,-26.57577510729614,27.494610531528558,1614.0,32.0
57800,-26.575352360515023,27.494031693628262,1646.0,-9.0
57900,-26.574929613733907,27.493452855727963,1637.0,28.999999999999996
58000,-26.57450686695279,27.492874017827667,1666.0,23.0
58100,-26.574084120171676,27.49229517992737,1689.0,0.0
58200,-26.57366137339056,27.491716342027072,1689.0,16.0
58300,-26.57323862660944,27.491137504126776,1705.0,13.0
58400,-26.572815879828326,27.490558666226477,1718.0,-11.0
58500,-26.57239313304721,27.48997982832618,1707.0,8.0
58600,-26.571970386266095,27.489400990425885,1715.0,2.0
58700,-26.57154763948498,27.488822152525586,1717.0,2.0
58800,-26.571124892703864,27.48824331462529,1719.0,-4.0
58900,-26.57070214592275,27.487664476724994,1715.0,-5.0
59000,-26.570279399141633,27.487085638824695,1710.0,-13.0
59100,-26.569856652360517,27.4865068009244,1697.0,0.0
59200,-26.5694339055794,27.4859279630241,1697.0,-17.0
59300,-26.569011158798283,27.485349125123804,1680.0,-27.0
59400,-26.568588412017167,27.48477028722351,1653.0,5.0
59500,-26.56816566523605,27.48419144932321,1658.0,-36.0
59600,-26.567742918454936,27.483612611422913,1622.0,-35.0
59700,-26.56732017167382,27.483033773522617,1587.0,0.0
59800,-26.566897424892705,27.482454935622318,1587.0,-20.0
59900,-26.56647467811159,27.481876097722022,1567.0,-12.0
60000,-26.566051931330474,27.481297259821723,1555.0,-10.0
60100,-26.56562918454936,27.480718421921427,1545.0,0.0
60200,-26.565206437768243,27.48013958402113,1545.0,-8.0
60300,-26.564783690987124,27.479560746120832,1537.0,-8.0
60400,-26.56436094420601,27.478981908220536,1529.0,1.0
60500,-26.563938197424893,27.47840307032024,1530.0,-6.0
60600,-26.563515450643777,27.47782423241994,1524.0,-5.0
60700,-26.56309270386266,27.477245394519645,1519.0,0.0
60800,-26.562669957081546,27.476666556619346,1519.0,-4.0
60900,-26.56224721030043,27.47608771871905,1515.0,-5.0
61000,-26.561824463519315,27.475508880818754,1510.0,-4.0
61100,-26.5614017167382,27.474930042918455,1506.0,0.0
61200,-26.560978969957084,27.47435120501816,1506.0,-2.0
61300,-26.560556223175965,27.47377236711786,1504.0,-4.0
61400,-26.56013347639485,27.473193529217564,1500.0,1.0
61500,-26.559710729613734,27.47261469131727,1501.0,-4.0
61600,-26.55928798283262,27.47203585341697,1497.0,-2.0
61700,-26.558865236051503,27.471457015516673,1495.0,0.0
61800,-26.558442489270387,27.470878177616378,1495.0,-1.0
61900,-26.55801974248927,27.470299339716078,1494.0,-4.0
62000,-26.557596995708156,27.469720501815782,1490.0,-4.0
62100,-26.55717424892704,27.469141663915483,1486.0,0.0
62200,-26.556751502145925,27.468562826015187,1486.0,-3.0
62300,-26.55632875536481,27.46798398811489,1483.0,-1.0
62400,-26.55590600858369,27.467405150214592,1482.0,-1.0
62500,-26.555483261802575,27.466826312314296,1481.0,-1.0
62600,-26.55506051502146,27.466247474414,1480.0,-3.0
62700,-26.554637768240344,27.4656686365137,1477.0,0.0
62800,-26.55421502145923,27.465089798613405,1477.0,-2.0
62900,-26.553792274678113,27.464510960713106,1475.0,0.0
63000,-26.553369527896997,27.46393212281281,1475.0,-1.0
63100,-26.55294678111588,27.463353284912515,1474.0,-3.0
63200,-26.552524034334766,27.462774447012215,1471.0,2.0
63300,-26.55210128755365,27.46219560911192,1473.0,-1.0
63400,-26.55167854077253,27.461616771211624,1472.0,-4.0
63500,-26.551255793991416,27.461037933311324,1468.0,-3.0
63600,-26.5508330472103,27.46045909541103,1465.0,-1.0
63700,-26.550410300429185,27.45988025751073,1464.0,-2.0
63800,-26.54998755364807,27.459301419610433,1462.0,-1.0
63900,-26.549564806866954,27.458722581710138,1461.0,-2.0
64000,-26.54914206008584,27.45814374380984,1459.0,0.0
64100,-26.548719313304723,27.457564905909543,1459.0,-3.0
64200,-26.548296566523607,27.456986068009243,1456.0,0.0
64300,-26.54787381974249,27.456407230108947,1456.0,-3.0
64400,-26.547451072961373,27.45582839220865,1453.0,0.0
64500,-26.547028326180257,27.455249554308352,1453.0,-1.0
64600,-26.54660557939914,27.454670716408057,1452.0,0.0
64700,-26.546182832618026,27.45409187850776,1452.0,-1.0
64800,-26.54576008583691,27.45351304060746,1451.0,-1.0
64900,-26.545337339055795,27.452934202707166,1450.0,-1.0
65000,-26.54491459227468,27.452355364806866,1449.0,0.0
65100,-26.544491845493564,27.45177652690657,1449.0,2.0
65200,-26.54406909871245,27.451197689006275,1451.0,-1.0
65300,-26.543646351931333,27.450618851105975,1450.0,2.0
65400,-26.543223605150217,27.45004001320568,1452.0,-2.0
65500,-26.542800858369098,27.449461175305384,1450.0,-2.0
65600,-26.542378111587983,27.448882337405085,1448.0,-3.0
65700,-26.541955364806867,27.44830349950479,1445.0,2.0
65800,-26.54153261802575,27.44772466160449,1447.0,-1.0
65900,-26.541109871244636,27.447145823704194,1446.0,2.0
66000,-26.54068712446352,27.446566985803898,1448.0,0.0
66100,-26.540264377682405,27.4459881479036,1448.0,-2.0
66200,-26.53984163090129,27.445409310003303,1446.0,-2.0
66300,-26.539418884120174,27.444830472103007,1444.0,2.0
66400,-26.53899613733906,27.444251634202708,1446.0,-1.0
66500,-26.53857339055794,27.443672796302412,1445.0,-1.0
66600,-26.538150643776824,27.443093958402113,1444.0,0.0
66700,-26.537727896995708,27.442515120501817,1444.0,0.0
66800,-26.537305150214593,27.44193628260152,1444.0,-1.0
66900,-26.536882403433477,27.44135744470122,1443.0,-1.0
67000,-26.53645965665236,27.440778606800926,1442.0,0.0
67100,-26.536036909871246,27.440199768900627,1442.0,-1.0
67200,-26.53561416309013,27.43962093100033,1441.0,-1.0
67300,-26.535191416309015,27.439042093100035,1440.0,0.0
67400,-26.5347686695279,27.438463255199736,1440.0,-1.0
67500,-26.53434592274678,27.43788441729944,1439.0,-1.0
67600,-26.533923175965665,27.437305579399144,1438.0,0.0
67700,-26.53350042918455,27.436726741498845,1438.0,2.0
67800,-26.533077682403434,27.43614790359855,1440.0,-3.0
67900,-26.53265493562232,27.43556906569825,1437.0,5.0
68000,-26.532232188841203,27.434990227797954,1442.0,0.0
68100,-26.531809442060087,27.434411389897658,1442.0,-5.0
68200,-26.53138669527897,27.43383255199736,1437.0,-1.0
68300,-26.530963948497856,27.433253714097063,1436.0,-3.0
68400,-26.53054120171674,27.432674876196767,1433.0,-1.0
68500,-26.530118454935625,27.432096038296468,1432.0,-2.0
68600,-26.529695708154506,27.431517200396172,1430.0,0.0
68700,-26.52927296137339,27.430938362495873,1430.0,-2.0
68800,-26.528850214592275,27.430359524595577,1428.0,0.0
68900,-26.52842746781116,27.42978068669528,1428.0,-1.0
69000,-26.528004721030044,27.429201848794982,1427.0,-1.0
69100,-26.52758197424893,27.428623010894686,1426.0,0.0
69200,-26.527159227467813,27.42804417299439,1426.0,0.0
69300,-26.526736480686697,27.42746533509409,1426.0,-1.0
69400,-26.52631373390558,27.426886497193795,1425.0,0.0
69500,-26.525890987124466,27.426307659293496,1425.0,-1.0
69600,-26.525468240343347,27.4257288213932,1424.0,0.0
69700,-26.52504549356223,27.425149983492904,1424.0,0.0
69800,-26.524622746781116,27.424571145592605,1424.0,-1.0
69900,-26.5242,27.42399230769231,1423.0,0.0
70000,-26.523777253218885,27.42341346979201,1423.0,-1.0
70100,-26.52335450643777,27.422834631891714,1422.0,-1.0
70200,-26.522931759656654,27.422255793991418,1421.0,0.0
70300,-26.52250901287554,27.42167695609112,1421.0,-1.0
70400,-26.522086266094423,27.421098118190823,1420.0,-1.0
70500,-26.521663519313307,27.420519280290527,1419.0,-1.0
70600,-26.521240772532188,27.419940442390228,1418.0,1.0
70700,-26.520818025751073,27.419361604489932,1419.0,-1.0
70800,-26.520395278969957,27.418782766589633,1418.0,-1.0
70900,-26.51997253218884,27.418203928689337,1417.0,0.0
71000,-26.519549785407726,27.41762509078904,1417.0,-1.0
71100,-26.51912703862661,27.417046252888742,1416.0,0.0
71200,-26.518704291845495,27.416467414988446,1416.0,0.0
71300,-26.51828154506438,27.41588857708815,1416.0,0.0
71400,-26.517858798283264,27.41530973918785,1416.0,-1.0
71500,-26.51743605150215,27.414730901287555,1415.0,0.0
71600,-26.517013304721033,27.414152063387256,1415.0,-1.0
71700,-26.516590557939914,27.41357322548696,1414.0,0.0
71800,-26.516167811158798,27.412994387586664,1414.0,-1.0
71900,-26.515745064377683,27.412415549686365,1413.0,0.0
72000,-26.515322317596567,27.41183671178607,1413.0,0.0
72100,-26.51489957081545,27.411257873885774,1413.0,-1.0
72200,-26.514476824034336,27.410679035985474,1412.0,0.0
72300,-26.51405407725322,27.41010019808518,1412.0,-1.0
72400,-26.513631330472105,27.40952136018488,1411.0,0.0
72500,-26.51320858369099,27.408942522284583,1411.0,0.0
72600,-26.512785836909874,27.408363684384287,1411.0,-1.0
72700,-26.512363090128755,27.407784846483988,1410.0,0.0
72800,-26.51194034334764,27.407206008583692,1410.0,0.0
72900,-26.511517596566524,27.406627170683393,1410.0,0.0
73000,-26.511094849785408,27.406048332783097,1410.0,0.0
73100,-26.510672103004293,27.4054694948828,1410.0,0.0
73200,-26.510249356223177,27.404890656982502,1410.0,1.0
73300,-26.50982660944206,27.404311819082206,1411.0,0.0
73400,-26.509403862660946,27.40373298118191,1411.0,0.0
73500,-26.50898111587983,27.40315414328161,1411.0,0.0
73600,-26.508558369098715,27.402575305381315,1411.0,2.0
73700,-26.508135622317596,27.401996467481016,1413.0,0.0
73800,-26.50771287553648,27.40141762958072,1413.0,1.0
73900,-26.507290128755365,27.400838791680425,1414.0,0.0
74000,-26.50686738197425,27.400259953780125,1414.0,1.0
74100,-26.506444635193134,27.39968111587983,1415.0,0.0
74200,-26.50602188841202,27.399102277979534,1415.0,2.0
74300,-26.505599141630903,27.398523440079234,1417.0,0.0
74400,-26.505176394849787,27.39794460217894,1417.0,1.0
74500,-26.50475364806867,27.39736576427864,1418.0,0.0
74600,-26.504330901287556,27.396786926378343,1418.0,2.0
74700,-26.50390815450644,27.396208088478048,1420.0,0.0
74800,-26.50348540772532,27.39562925057775,1420.0,2.0
74900,-26.503062660944206,27.395050412677453,1422.0,0.0
75000,-26.50263991416309,27.394471574777157,1422.0,1.0
75100,-26.502217167381975,27.393892736876857,1423.0,0.0
75200,-26.50179442060086,27.39331389897656,1423.0,2.0
75300,-26.501371673819744,27.392735061076262,1425.0,0.0
75400,-26.50094892703863,27.392156223175967,1425.0,2.0
75500,-26.500526180257513,27.39157738527567,1427.0,0.0
75600,-26.500103433476397,27.39099854737537,1427.0,1.0
75700,-26.49968068669528,27.390419709475076,1428.0,1.0
75800,-26.499257939914163,27.389840871574776,1429.0,1.0
75900,-26.498835193133047,27.38926203367448,1430.0,0.0
76000,-26.49841244635193,27.388683195774185,1430.0,3.0
76100,-26.497989699570816,27.388104357873885,1433.0,0.0
76200,-26.4975669527897,27.38752551997359,1433.0,1.0
76300,-26.497144206008585,27.386946682073294,1434.0,0.0
76400,-26.49672145922747,27.386367844172995,1434.0,3.0
76500,-26.496298712446354,27.3857890062727,1437.0,0.0
76600,-26.49587596566524,27.3852101683724,1437.0,0.0
76700,-26.495453218884123,27.384631330472104,1437.0,2.0
76800,-26.495030472103004,27.384052492571808,1439.0,0.0
76900,-26.494607725321888,27.38347365467151,1439.0,1.0
77000,-26.494184978540773,27.382894816771213,1440.0,2.0
77100,-26.493762231759657,27.382315978870917,1442.0,3.0
77200,-26.49333948497854,27.381737140970618,1445.0,0.0
77300,-26.492916738197426,27.381158303070322,1445.0,1.0
77400,-26.49249399141631,27.380579465170023,1446.0,0.0
77500,-26.492071244635195,27.380000627269727,1446.0,6.0
77600,-26.49164849785408,27.37942178936943,1452.0,3.0
77700,-26.491225751072964,27.37884295146913,1455.0,15.0
77800,-26.490803004291845,27.378264113568836,1470.0,0.0
77900,-26.49038025751073,27.37768527566854,1470.0,-4.0
78000,-26.489957510729614,27.37710643776824,1466.0,-8.0
78100,-26.489534763948498,27.376527599867945,1458.0,1.0
78200,-26.489112017167383,27.375948761967646,1459.0,-5.0
78300,-26.488689270386267,27.37536992406735,1454.0,-2.0
78400,-26.48826652360515,27.374791086167054,1452.0,0.0
78500,-26.487843776824036,27.374212248266755,1452.0,0.0
78600,-26.48742103004292,27.37363341036646,1452.0,-2.0
78700,-26.486998283261805,27.37305457246616,1450.0,3.0
78800,-26.48657553648069,27.372475734565864,1453.0,-1.0
78900,-26.48615278969957,27.371896896665568,1452.0,3.0
79000,-26.485730042918455,27.37131805876527,1455.0,0.0
79100,-26.48530729613734,27.370739220864973,1455.0,1.0
79200,-26.484884549356224,27.370160382964677,1456.0,1.0
79300,-26.484461802575108,27.369581545064378,1457.0,4.0
79400,-26.484039055793993,27.369002707164082,1461.0,0.0
79500,-26.483616309012877,27.368423869263783,1461.0,5.0
79600,-26.48319356223176,27.367845031363487,1466.0,1.0
79700,-26.482770815450646,27.36726619346319,1467.0,1.0
79800,-26.48234806866953,27.366687355562892,1468.0,2.0
79900,-26.48192532188841,27.366108517662596,1470.0,3.0
80000,-26.481502575107296,27.3655296797623,1473.0,0.0
80100,-26.48107982832618,27.364950841862,1473.0,3.0
80200,-26.480657081545065,27.364372003961705,1476.0,2.0
80300,-26.48023433476395,27.363793166061406,1478.0,3.0
80400,-26.479811587982834,27.36321432816111,1481.0,0.0
80500,-26.479388841201718,27.362635490260814,1481.0,4.0
80600,-26.478966094420603,27.362056652360515,1485.0,3.0
80700,-26.478543347639487,27.36147781446022,1488.0,1.0
80800,-26.47812060085837,27.360898976559923,1489.0,3.0
80900,-26.477697854077253,27.360320138659624,1492.0,6.0
81000,-26.477275107296137,27.359741300759328,1498.0,0.0
81100,-26.47685236051502,27.35916246285903,1498.0,6.0
81200,-26.476429613733906,27.358583624958733,1504.0,3.0
81300,-26.47600686695279,27.358004787058437,1507.0,12.0
81400,-26.475584120171675,27.357425949158138,1519.0,0.0
81500,-26.47516137339056,27.356847111257842,1519.0,4.0
81600,-26.474738626609444,27.356268273357543,1523.0,2.0
81700,-26.47431587982833,27.355689435457247,1525.0,2.0
81800,-26.473893133047213,27.35511059755695,1527.0,3.0
81900,-26.473470386266094,27.354531759656652,1530.0,5.0
82000,-26.473047639484978,27.353952921756356,1535.0,0.0
82100,-26.472624892703863,27.35337408385606,1535.0,6.0
82200,-26.472202145922747,27.35279524595576,1541.0,1.0
82300,-26.47177939914163,27.352216408055465,1542.0,7.000000000000001
82400,-26.471356652360516,27.351637570155166,1549.0,0.0
82500,-26.4709339055794,27.35105873225487,1549.0,8.0
82600,-26.470511158798285,27.350479894354574,1557.0,1.0
82700,-26.47008841201717,27.349901056454275,1558.0,-2.0
82800,-26.469665665236054,27.34932221855398,1556.0,-2.0
82900,-26.46924291845494,27.348743380653683,1554.0,-7.000000000000001
83000,-26.46882017167382,27.348164542753384,1547.0,0.0
83100,-26.468397424892704,27.34758570485309,1547.0,-2.0
83200,-26.467974678111588,27.34700686695279,1545.0,1.0
83300,-26.467551931330473,27.346428029052493,1546.0,3.0
83400,-26.467129184549357,27.345849191152197,1549.0,0.0
83500,-26.46670643776824,27.345270353251898,1549.0,11.0
83600,-26.466283690987126,27.344691515351602,1560.0,6.0
83700,-26.46586094420601,27.344112677451307,1566.0,17.0
83800,-26.465438197424895,27.343533839551007,1583.0,23.0
83900,-26.46501545064378,27.34295500165071,1606.0,7.000000000000001
84000,-26.46459270386266,27.342376163750412,1613.0,0.0
84100,-26.464169957081545,27.341797325850116,1613.0,19.0
84200,-26.46374721030043,27.34121848794982,1632.0,12.0
84300,-26.463324463519314,27.34063965004952,1644.0,0.0
84400,-26.462901716738198,27.340060812149225,1644.0,12.0
84500,-26.462478969957083,27.339481974248926,1656.0,3.0
84600,-26.462056223175967,27.33890313634863,1659.0,2.0
84700,-26.46163347639485,27.338324298448335,1661.0,0.0
84800,-26.461210729613736,27.337745460548035,1661.0,-28.000000000000004
84900,-26.46078798283262,27.33716662264774,1633.0,-2.0
85000,-26.4603652360515,27.336587784747444,1631.0,-9.0
85100,-26.459942489270386,27.336008946847144,1622.0,-1.0
85200,-26.45951974248927,27.33543010894685,1621.0,-4.0
85300,-26.459096995708155,27.33485127104655,1617.0,0.0
85400,-26.45867424892704,27.334272433146253,1617.0,-8.0
85500,-26.458251502145924,27.333693595245958,1609.0,-1.0
85600,-26.457828755364808,27.33311475734566,1608.0,-3.0
85700,-26.457406008583693,27.332535919445363,1605.0,0.0
85800,-26.456983261802577,27.331957081545067,1605.0,-3.0
85900,-26.45656051502146,27.331378243644767,1602.0,-1.0
86000,-26.456137768240346,27.33079940574447,1601.0,-1.0
86100,-26.455715021459227,27.330220567844172,1600.0,-2.0
86200,-26.45529227467811,27.329641729943877,1598.0,-3.0
86300,-26.454869527896996,27.32906289204358,1595.0,0.0
86400,-26.45444678111588,27.32848405414328,1595.0,-2.0
86500,-26.454024034334765,27.327905216242986,1593.0,-2.0
86600,-26.45360128755365,27.32732637834269,1591.0,1.0
86700,-26.453178540772534,27.32674754044239,1592.0,-2.0
86800,-26.452755793991418,27.326168702542095,1590.0,0.0
86900,-26.452333047210303,27.325589864641795,1590.0,0.0
87000,-26.451910300429187,27.3250110267415,1590.0,-2.0
87100,-26.451487553648068,27.324432188841204,1588.0,-6.0
87200,-26.451064806866952,27.323853350940905,1582.0,-8.0
87300,-26.450642060085837,27.32327451304061,1574.0,0.0
87400,-26.45021931330472,27.32269567514031,1574.0,-7.000000000000001
87500,-26.449796566523606,27.322116837240014,1567.0,-2.0
87600,-26.44937381974249,27.321537999339718,1565.0,-3.0
87700,-26.448951072961375,27.32095916143942,1562.0,-2.0
87800,-26.44852832618026,27.320380323539123,1560.0,-4.0
87900,-26.448105579399144,27.319801485638827,1556.0,0.0
88000,-26.447682832618028,27.319222647738528,1556.0,-4.0
88100,-26.44726008583691,27.318643809838232,1552.0,-1.0
88200,-26.446837339055794,27.318064971937932,1551.0,-1.0
88300,-26.446414592274678,27.317486134037637,1550.0,1.0
88400,-26.445991845493563,27.31690729613734,1551.0,3.0
88500,-26.445569098712447,27.31632845823704,1554.0,9.0
88600,-26.44514635193133,27.315749620336746,1563.0,-2.0
88700,-26.444723605150216,27.31517078243645,1561.0,11.0
88800,-26.4443008583691,27.31459194453615,1572.0,-4.0
88900,-26.443878111587985,27.314013106635855,1568.0,0.0
89000,-26.44345536480687,27.313434268735556,1568.0,-9.0
89100,-26.443032618025754,27.31285543083526,1559.0,3.0
89200,-26.442609871244635,27.312276592934964,1562.0,-5.0
89300,-26.44218712446352,27.311697755034665,1557.0,5.0
89400,-26.441764377682404,27.31111891713437,1562.0,2.0
89500,-26.441341630901288,27.310540079234073,1564.0,0.0
89600,-26.440918884120173,27.309961241333774,1564.0,0.0
89700,-26.440496137339057,27.309382403433478,1564.0,7.000000000000001
89800,-26.44007339055794,27.30880356553318,1571.0,-4.0
89900,-26.439650643776826,27.308224727632883,1567.0,0.0
90000,-26.43922789699571,27.307645889732587,1567.0,-6.0
90100,-26.438805150214595,27.307067051832288,1561.0,7.000000000000001
90200,-26.438382403433476,27.306488213931992,1568.0,-12.0
90300,-26.43795965665236,27.305909376031693,1556.0,-8.0
90400,-26.437536909871245,27.305330538131397,1548.0,3.0
90500,-26.43711416309013,27.3047517002311,1551.0,0.0
90600,-26.436691416309014,27.3041728623308,1551.0,-6.0
90700,-26.436268669527898,27.303594024430506,1545.0,-4.0
90800,-26.435845922746783,27.30301518653021,1541.0,1.0
90900,-26.435423175965667,27.30243634862991,1542.0,-4.0
91000,-26.43500042918455,27.301857510729615,1538.0,1.0
91100,-26.434577682403436,27.301278672829316,1539.0,1.0
91200,-26.434154935622317,27.30069983492902,1540.0,-3.0
91300,-26.4337321888412,27.300120997028724,1537.0,-3.0
91400,-26.433309442060086,27.299542159128425,1534.0,0.0
91500,-26.43288669527897,27.29896332122813,1534.0,-3.0
91600,-26.432463948497855,27.298384483327833,1531.0,0.0
91700,-26.43204120171674,27.297805645427534,1531.0,-1.0
91800,-26.431618454935624,27.297226807527238,1530.0,1.0
91900,-26.431195708154508,27.29664796962694,1531.0,-3.0
92000,-26.430772961373393,27.296069131726643,1528.0,2.0
92100,-26.430350214592277,27.295490293826347,1530.0,-2.0
92200,-26.42992746781116,27.294911455926048,1528.0,0.0
92300,-26.429504721030042,27.294332618025752,1528.0,-1.0
92400,-26.429081974248927,27.293753780125456,1527.0,1.0
92500,-26.42865922746781,27.293174942225157,1528.0,-2.0
92600,-26.428236480686696,27.29259610432486,1526.0,0.0
92700,-26.42781373390558,27.292017266424562,1526.0,-2.0
92800,-26.427390987124465,27.291438428524266,1524.0,0.0
92900,-26.42696824034335,27.29085959062397,1524.0,-1.0
93000,-26.426545493562234,27.29028075272367,1523.0,1.0
93100,-26.426122746781118,27.289701914823375,1524.0,0.0
93200,-26.425700000000003,27.289123076923076,1524.0,0.0
93300,-26.425277253218884,27.28854423902278,1524.0,-1.0
93400,-26.424854506437768,27.287965401122484,1523.0,0.0
93500,-26.424431759656652,27.287386563222185,1523.0,-2.0
93600,-26.424009012875537,27.28680772532189,1521.0,0.0
93700,-26.42358626609442,27.286228887421593,1521.0,-2.0
93800,-26.423163519313306,27.285650049521294,1519.0,0.0
93900,-26.42274077253219,27.285071211621,1519.0,-1.0
94000,-26.422318025751075,27.2844923737207,1518.0,1.0
94100,-26.42189527896996,27.283913535820403,1519.0,-2.0
94200,-26.421472532188844,27.283334697920107,1517.0,0.0
94300,-26.421049785407725,27.282755860019808,1517.0,-2.0
94400,-26.42062703862661,27.282177022119512,1515.0,-1.0
94500,-26.420204291845494,27.281598184219217,1514.0,-1.0
94600,-26.419781545064378,27.281019346318917,1513.0,-1.0
